prop_comfortable,prop_okay,prop_just,prop_difficult,location,label,population_name,metric_type,housing_tenure
0.6,0.15,0.08,0.17,99,all_mortgage_11_3_35_54_TCC_400000,35_54,TCC,all_mortgage 400000
0.79,0.09,0.04,0.08,107,all_mortgage_11_3_35_54_TCC_400000,35_54,TCC,all_mortgage 400000
0.2,0.19,0.15,0.46,111,all_mortgage_11_3_35_54_TCC_400000,35_54,TCC,all_mortgage 400000
0.21,0.19,0.15,0.45,113,all_mortgage_11_3_35_54_TCC_400000,35_54,TCC,all_mortgage 400000
0.29,0.21,0.14,0.36,0,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.05,0.07,0.1,0.77,1,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.37,0.21,0.12,0.3,7,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.12,0.14,0.15,0.59,13,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.25,0.21,0.14,0.4,17,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.51,0.18,0.09,0.21,19,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.26,0.2,0.14,0.4,23,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.6,0.16,0.08,0.16,25,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.47,0.19,0.1,0.24,29,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.58,0.16,0.08,0.17,31,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.08,0.12,0.13,0.67,37,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.42,0.19,0.11,0.28,39,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.04,0.05,0.07,0.84,41,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.45,0.19,0.11,0.25,47,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.1,0.13,0.14,0.64,55,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.11,0.14,0.15,0.6,59,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.19,0.19,0.15,0.47,61,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.3,0.21,0.14,0.35,65,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.27,0.21,0.14,0.38,67,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.37,0.2,0.12,0.31,71,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.1,0.13,0.14,0.63,73,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.03,0.04,0.05,0.88,75,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.37,0.2,0.12,0.31,77,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.06,0.08,0.11,0.76,79,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.04,0.05,0.07,0.85,81,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.08,0.12,0.13,0.67,83,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.05,0.06,0.09,0.8,85,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.06,0.08,0.11,0.75,87,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.45,0.2,0.11,0.24,89,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.22,0.2,0.15,0.43,95,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.12,0.14,0.15,0.59,97,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.5,0.18,0.1,0.22,99,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.65,0.14,0.07,0.14,107,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.16,0.17,0.15,0.52,111,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.16,0.17,0.15,0.51,113,all_mortgage_11_3_35_54_TCC_300000,35_54,TCC,all_mortgage 300000
0.22,0.2,0.15,0.43,0,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.05,0.06,0.09,0.81,1,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.26,0.21,0.15,0.38,7,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.1,0.13,0.14,0.63,13,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.2,0.2,0.15,0.45,17,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.4,0.2,0.12,0.28,19,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.16,0.17,0.15,0.51,23,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.46,0.19,0.11,0.24,25,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.36,0.21,0.13,0.3,29,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.45,0.2,0.11,0.25,31,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.07,0.1,0.12,0.71,37,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.31,0.2,0.13,0.35,39,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.03,0.04,0.06,0.86,41,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.34,0.21,0.13,0.32,47,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.08,0.11,0.13,0.68,55,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.09,0.12,0.14,0.64,59,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.16,0.17,0.15,0.52,61,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.24,0.21,0.14,0.41,65,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.21,0.2,0.15,0.45,67,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.28,0.21,0.14,0.37,71,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.08,0.11,0.13,0.68,73,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.02,0.03,0.05,0.89,75,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.29,0.21,0.14,0.36,77,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.05,0.06,0.09,0.8,79,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.03,0.04,0.07,0.86,81,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.07,0.1,0.12,0.71,83,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.04,0.05,0.08,0.82,85,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.05,0.07,0.1,0.78,87,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.33,0.22,0.13,0.32,89,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.17,0.18,0.15,0.49,95,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.1,0.13,0.14,0.64,97,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.4,0.2,0.11,0.28,99,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.51,0.18,0.1,0.21,107,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.13,0.16,0.15,0.56,111,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.12,0.16,0.15,0.57,113,all_mortgage_11_3_35_54_TCC_200000,35_54,TCC,all_mortgage 200000
0.17,0.18,0.15,0.5,0,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.04,0.05,0.08,0.83,1,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.19,0.19,0.15,0.47,7,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.08,0.11,0.13,0.68,13,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.15,0.17,0.16,0.52,17,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.3,0.21,0.14,0.35,19,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.11,0.14,0.15,0.6,23,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.35,0.21,0.13,0.32,25,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.27,0.21,0.14,0.37,29,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.34,0.21,0.13,0.32,31,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.06,0.08,0.11,0.76,37,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.23,0.2,0.14,0.43,39,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.03,0.04,0.06,0.88,41,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.26,0.2,0.14,0.39,47,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.07,0.09,0.11,0.74,55,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.07,0.1,0.12,0.7,59,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.12,0.15,0.15,0.58,61,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.19,0.19,0.15,0.47,65,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.16,0.18,0.15,0.51,67,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.22,0.2,0.14,0.43,71,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.06,0.09,0.11,0.73,73,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.02,0.03,0.04,0.9,75,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.23,0.2,0.14,0.42,77,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.04,0.05,0.07,0.84,79,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.03,0.04,0.06,0.87,81,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.06,0.07,0.1,0.77,83,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.04,0.05,0.07,0.84,85,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.05,0.06,0.09,0.81,87,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.24,0.21,0.15,0.4,89,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.13,0.16,0.15,0.56,95,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.08,0.11,0.12,0.69,97,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.32,0.21,0.13,0.34,99,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.39,0.21,0.12,0.29,107,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.1,0.13,0.14,0.63,111,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.09,0.12,0.14,0.65,113,all_mortgage_11_3_35_54_TCC_100000,35_54,TCC,all_mortgage 100000
0.14,0.15,0.14,0.56,0,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.01,0.03,0.03,0.93,1,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.23,0.17,0.14,0.45,7,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.04,0.05,0.08,0.83,13,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.1,0.13,0.14,0.63,17,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.36,0.19,0.13,0.32,19,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.17,0.14,0.13,0.56,23,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.52,0.17,0.1,0.22,25,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.32,0.19,0.13,0.36,29,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.47,0.18,0.1,0.25,31,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.03,0.04,0.06,0.87,37,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.28,0.18,0.13,0.41,39,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0,0.03,0.02,0.95,41,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.3,0.19,0.13,0.38,47,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.04,0.05,0.07,0.85,55,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.04,0.05,0.08,0.83,59,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.07,0.1,0.12,0.72,61,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.13,0.15,0.14,0.57,65,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.12,0.14,0.14,0.6,67,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.19,0.17,0.14,0.5,71,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.03,0.04,0.07,0.85,73,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0,0.02,0.02,0.96,75,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.19,0.17,0.14,0.5,77,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.02,0.03,0.04,0.91,79,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0,0.03,0.02,0.95,81,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.03,0.04,0.06,0.87,83,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.01,0.03,0.03,0.94,85,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.02,0.03,0.04,0.91,87,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.31,0.19,0.13,0.36,89,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.09,0.12,0.13,0.67,95,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.04,0.05,0.08,0.83,97,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.32,0.19,0.13,0.36,99,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.56,0.16,0.09,0.19,107,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.06,0.08,0.1,0.76,111,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.06,0.08,0.11,0.75,113,all_mortgage_11_3_35_54_No_TCC_400000,35_54,No_TCC,all_mortgage 400000
0.09,0.12,0.13,0.66,0,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.01,0.03,0.03,0.94,1,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.13,0.15,0.14,0.58,7,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.03,0.04,0.07,0.86,13,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.08,0.1,0.12,0.7,17,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.22,0.19,0.14,0.44,19,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.08,0.1,0.12,0.7,23,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.32,0.19,0.13,0.35,25,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.19,0.18,0.15,0.48,29,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.29,0.2,0.14,0.38,31,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.02,0.03,0.05,0.9,37,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.17,0.16,0.14,0.53,39,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0,0.03,0.02,0.95,41,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.18,0.17,0.14,0.5,47,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.03,0.04,0.05,0.88,55,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.03,0.04,0.06,0.86,59,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.06,0.07,0.1,0.77,61,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.09,0.12,0.13,0.65,65,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.08,0.11,0.13,0.68,67,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.12,0.15,0.14,0.59,71,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.03,0.04,0.05,0.88,73,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0,0.01,0.02,0.97,75,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.12,0.15,0.14,0.58,77,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.02,0.02,0.03,0.93,79,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0,0.02,0.02,0.95,81,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.02,0.03,0.04,0.9,83,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0,0.03,0.02,0.94,85,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.01,0.03,0.03,0.92,87,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.18,0.17,0.15,0.5,89,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.07,0.09,0.11,0.74,95,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.03,0.04,0.07,0.86,97,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.21,0.19,0.14,0.46,99,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.36,0.2,0.12,0.32,107,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.05,0.06,0.09,0.81,111,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.05,0.06,0.09,0.81,113,all_mortgage_11_3_35_54_No_TCC_300000,35_54,No_TCC,all_mortgage 300000
0.06,0.08,0.11,0.74,0,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0,0.03,0.02,0.95,1,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.08,0.11,0.13,0.69,7,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.03,0.04,0.06,0.88,13,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.06,0.08,0.11,0.76,17,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.14,0.16,0.15,0.55,19,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.05,0.06,0.09,0.8,23,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.18,0.18,0.15,0.49,25,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.12,0.15,0.15,0.59,29,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.17,0.18,0.15,0.5,31,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.02,0.03,0.04,0.91,37,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.1,0.13,0.13,0.64,39,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0,0.02,0.02,0.96,41,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.11,0.14,0.14,0.61,47,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.02,0.03,0.04,0.9,55,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.03,0.04,0.05,0.89,59,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.05,0.06,0.09,0.81,61,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.07,0.1,0.12,0.72,65,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.06,0.08,0.11,0.75,67,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.08,0.11,0.13,0.67,71,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.02,0.03,0.04,0.9,73,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0,0.01,0.02,0.97,75,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.09,0.12,0.13,0.66,77,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.01,0.02,0.02,0.94,79,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0,0.02,0.02,0.96,81,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.02,0.03,0.04,0.92,83,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0,0.03,0.02,0.95,85,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.01,0.02,0.03,0.94,87,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.1,0.13,0.14,0.62,89,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.05,0.07,0.09,0.79,95,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.03,0.04,0.05,0.88,97,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.14,0.16,0.15,0.55,99,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.22,0.19,0.15,0.44,107,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.04,0.05,0.07,0.84,111,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.04,0.04,0.07,0.85,113,all_mortgage_11_3_35_54_No_TCC_200000,35_54,No_TCC,all_mortgage 200000
0.05,0.06,0.09,0.8,0,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0,0.03,0.02,0.95,1,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0.05,0.07,0.1,0.77,7,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0.02,0.03,0.04,0.9,13,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0.05,0.06,0.09,0.81,17,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0.09,0.12,0.14,0.65,19,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0.03,0.04,0.06,0.87,23,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0.1,0.15,0.14,0.61,25,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0.08,0.11,0.13,0.68,29,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0.1,0.14,0.14,0.61,31,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0.01,0.03,0.03,0.93,37,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0.07,0.09,0.11,0.72,39,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0,0.02,0.02,0.96,41,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0.08,0.1,0.12,0.7,47,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0.02,0.03,0.03,0.92,55,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0.02,0.03,0.04,0.91,59,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0.04,0.05,0.07,0.85,61,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
0.05,0.07,0.1,0.77,65,all_mortgage_11_3_35_54_No_TCC_100000,35_54,No_TCC,all_mortgage 100000
